2025-09-25 11:57:15 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-25 11:57:15 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 11:57:15 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/project_live.json
2025-09-25 11:57:15 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 11:57:15 | INFO | SQLITE_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/buzz.sqlite
2025-09-25 11:57:15 | INFO | Deleted existing live data file.
2025-09-25 11:57:15 | INFO | Kafka broker address: localhost:9092
2025-09-25 11:57:16 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': '8g7_8xraQ_OwBKie1pujOg', 'controller_id': 1}
2025-09-25 11:57:18 | WARNING | WARNING: Kafka setup failed: NoBrokersAvailable
2025-09-25 11:57:18 | INFO | {'message': 'I just shared recipe! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-25 11:57:18', 'category': 'food', 'sentiment': 0.56, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-25 11:57:23 | INFO | {'message': 'I just shared a story! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-25 11:57:23', 'category': 'other', 'sentiment': 0.85, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 11:57:28 | INFO | {'message': 'I just tried a trick! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 11:57:28', 'category': 'other', 'sentiment': 0.29, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 11:57:33 | INFO | {'message': 'I just shared travel! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 11:57:33', 'category': 'travel', 'sentiment': 0.6, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-25 11:57:38 | INFO | {'message': 'I just shared Python! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 11:57:38', 'category': 'tech', 'sentiment': 0.85, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 11:57:43 | INFO | {'message': 'I just loved an app! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 11:57:43', 'category': 'other', 'sentiment': 0.4, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 11:57:48 | INFO | {'message': 'I just tried an app! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 11:57:48', 'category': 'other', 'sentiment': 0.81, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 11:57:53 | INFO | {'message': 'I just saw recipe! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 11:57:53', 'category': 'food', 'sentiment': 0.4, 'keyword_mentioned': 'recipe', 'message_length': 33}
2025-09-25 11:57:58 | INFO | {'message': 'I just saw a story! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 11:57:58', 'category': 'other', 'sentiment': 0.9, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-25 11:58:03 | INFO | {'message': 'I just tried a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 11:58:03', 'category': 'humor', 'sentiment': 0.19, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 11:58:08 | INFO | {'message': 'I just shared a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-25 11:58:08', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 11:58:13 | INFO | {'message': 'I just loved JavaScript! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 11:58:13', 'category': 'tech', 'sentiment': 0.33, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-25 11:58:18 | INFO | {'message': 'I just saw JavaScript! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 11:58:18', 'category': 'tech', 'sentiment': 0.26, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-25 11:58:23 | INFO | {'message': 'I just found travel! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 11:58:23', 'category': 'travel', 'sentiment': 0.73, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 11:58:28 | INFO | {'message': 'I just loved JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 11:58:28', 'category': 'tech', 'sentiment': 0.44, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-25 11:58:33 | INFO | {'message': 'I just loved a movie! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 11:58:33', 'category': 'entertainment', 'sentiment': 0.61, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-25 11:58:38 | INFO | {'message': 'I just loved an app! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 11:58:38', 'category': 'other', 'sentiment': 0.79, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 11:58:41 | WARNING | Producer interrupted by user.
2025-09-25 11:58:41 | INFO | Producer shutting down.
2025-09-25 12:04:42 | INFO | Logging to file: logs/project_log.log
2025-09-25 12:04:42 | INFO | Log sanitization enabled, personal info removed
2025-09-25 12:04:43 | INFO | Starting Producer to run continuously.
2025-09-25 12:04:43 | INFO | Use Ctrl+C to stop.
2025-09-25 12:04:43 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-25 12:04:43 | INFO | BUZZ_TOPIC: buzzline
2025-09-25 12:04:43 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-25 12:04:43 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:04:43 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/project_live.json
2025-09-25 12:04:43 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:04:43 | INFO | SQLITE_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/buzz.sqlite
2025-09-25 12:04:43 | INFO | Deleted existing live data file.
2025-09-25 12:04:43 | INFO | Kafka broker address: localhost:9092
2025-09-25 12:04:43 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': '8g7_8xraQ_OwBKie1pujOg', 'controller_id': 1}
2025-09-25 12:04:45 | WARNING | WARNING: Kafka setup failed: NoBrokersAvailable
2025-09-25 12:04:45 | INFO | {'message': 'I just shared Python! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 12:04:45', 'category': 'tech', 'sentiment': 0.21, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 12:04:50 | INFO | {'message': 'I just found JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 12:04:50', 'category': 'tech', 'sentiment': 0.65, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-25 12:04:55 | INFO | {'message': 'I just tried an app! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:04:55', 'category': 'other', 'sentiment': 0.5, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 12:05:00 | INFO | {'message': 'I just found recipe! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 12:05:00', 'category': 'food', 'sentiment': 0.68, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-25 12:05:05 | INFO | {'message': 'I just loved a movie! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 12:05:05', 'category': 'entertainment', 'sentiment': 0.81, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-25 12:05:10 | INFO | {'message': 'I just loved recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:05:10', 'category': 'food', 'sentiment': 0.78, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-25 12:05:15 | INFO | {'message': 'I just found recipe! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 12:05:15', 'category': 'food', 'sentiment': 0.18, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-25 12:05:20 | INFO | {'message': 'I just found an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 12:05:20', 'category': 'other', 'sentiment': 0.89, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 12:05:25 | INFO | {'message': 'I just found game! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 12:05:25', 'category': 'gaming', 'sentiment': 0.18, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-25 12:05:25 | WARNING | Producer interrupted by user.
2025-09-25 12:05:25 | INFO | Producer shutting down.
2025-09-25 12:09:55 | INFO | Logging to file: logs/project_log.log
2025-09-25 12:09:55 | INFO | Log sanitization enabled, personal info removed
2025-09-25 12:09:55 | INFO | Starting Producer to run continuously.
2025-09-25 12:09:55 | INFO | Use Ctrl+C to stop.
2025-09-25 12:09:55 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-25 12:09:55 | INFO | BUZZ_TOPIC: buzzline
2025-09-25 12:09:55 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-25 12:09:55 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:09:55 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/project_live.json
2025-09-25 12:09:55 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:09:55 | INFO | SQLITE_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/buzz.sqlite
2025-09-25 12:09:55 | INFO | Deleted existing live data file.
2025-09-25 12:09:55 | INFO | Kafka broker address: localhost:9092
2025-09-25 12:09:56 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': '8g7_8xraQ_OwBKie1pujOg', 'controller_id': 1}
2025-09-25 12:09:58 | WARNING | WARNING: Kafka setup failed: NoBrokersAvailable
2025-09-25 12:09:58 | INFO | {'message': 'I just found travel! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-25 12:09:58', 'category': 'travel', 'sentiment': 0.75, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 12:10:03 | INFO | {'message': 'I just loved a trick! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-25 12:10:03', 'category': 'other', 'sentiment': 0.87, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 12:10:08 | INFO | {'message': 'I just loved Python! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:10:08', 'category': 'tech', 'sentiment': 0.57, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-25 12:10:13 | INFO | {'message': 'I just loved game! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 12:10:13', 'category': 'gaming', 'sentiment': 0.23, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-25 12:10:18 | INFO | {'message': 'I just found JavaScript! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:10:18', 'category': 'tech', 'sentiment': 0.22, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-25 12:10:19 | WARNING | Producer interrupted by user.
2025-09-25 12:10:20 | INFO | Producer shutting down.
2025-09-25 12:10:57 | INFO | Logging to file: logs/project_log.log
2025-09-25 12:10:57 | INFO | Log sanitization enabled, personal info removed
2025-09-25 12:10:58 | INFO | Starting Producer to run continuously.
2025-09-25 12:10:58 | INFO | Use Ctrl+C to stop.
2025-09-25 12:10:58 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-25 12:10:58 | INFO | BUZZ_TOPIC: buzzline
2025-09-25 12:10:58 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-25 12:10:58 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:10:58 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/project_live.json
2025-09-25 12:10:58 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:10:58 | INFO | SQLITE_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/buzz.sqlite
2025-09-25 12:10:58 | INFO | Deleted existing live data file.
2025-09-25 12:10:58 | INFO | Kafka broker address: localhost:9092
2025-09-25 12:10:58 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': '8g7_8xraQ_OwBKie1pujOg', 'controller_id': 1}
2025-09-25 12:11:00 | WARNING | WARNING: Kafka setup failed: NoBrokersAvailable
2025-09-25 12:11:00 | INFO | {'message': 'I just loved a meme! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:11:00', 'category': 'humor', 'sentiment': 0.16, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 12:11:05 | INFO | {'message': 'I just shared travel! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:11:05', 'category': 'travel', 'sentiment': 0.96, 'keyword_mentioned': 'travel', 'message_length': 38}
2025-09-25 12:11:10 | INFO | {'message': 'I just saw game! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 12:11:10', 'category': 'gaming', 'sentiment': 0.32, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-25 12:11:15 | INFO | {'message': 'I just saw a meme! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 12:11:15', 'category': 'humor', 'sentiment': 0.34, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-25 12:11:20 | INFO | {'message': 'I just saw travel! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-25 12:11:20', 'category': 'travel', 'sentiment': 0.34, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-25 12:11:25 | INFO | {'message': 'I just shared a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-25 12:11:25', 'category': 'entertainment', 'sentiment': 0.16, 'keyword_mentioned': 'movie', 'message_length': 38}
2025-09-25 12:11:30 | INFO | {'message': 'I just found a movie! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 12:11:30', 'category': 'entertainment', 'sentiment': 0.44, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-25 12:11:34 | WARNING | Producer interrupted by user.
2025-09-25 12:11:34 | INFO | Producer shutting down.
2025-09-25 12:20:57 | INFO | Logging to file: logs/project_log.log
2025-09-25 12:20:57 | INFO | Log sanitization enabled, personal info removed
2025-09-25 12:20:57 | INFO | Starting Producer to run continuously.
2025-09-25 12:20:57 | INFO | Use Ctrl+C to stop.
2025-09-25 12:20:57 | INFO | MESSAGE_INTERVAL_SECONDS: 5
